,DRUG_NAME,DRUG_NAME_ALT,SMILES,drug_id
15431,BRD-K41520958,,NC(=O)CCCc1ccccc1Cl,261.0
15497,BRD-K50522213,,CCOc1ccccc1OCC(=O)O,262.0
15563,BRD-K48369472,,Oc1ncc(Cl)cc1Cl,263.0
15629,BRD-K50330608,,Nc1ccc(cc1)-n1nnnc1S,264.0
15695,BRD-K38123947,,Nc1ncncc1-c1cccs1,265.0
15761,BRD-K85418626,,Clc1ccc2[nH]c3CCCCc3c2c1,266.0
15827,BRD-K49909653,,CCc1nc2nccc(-c3cc(OC)c(OC)c(OC)c3)n2n1,267.0
15893,BRD-K23271584,,Cc1c(sc2nc[nH]c(=O)c12)C(=O)Nc1cnn(C)c1,268.0
15959,BRD-K95416751,,COc1c(C)cc(c(C)c1C)S(=O)(=O)N1CCN(C)CC1,269.0
16025,BRD-A35261175,,CC(Sc1nc2ccccc2[nH]1)C(=O)Nc1ccccc1C,270.0
16091,BRD-K05249848,,Cn1c(SCCC(O)=O)nnc1-c1ccccc1,271.0
16157,BRD-K33560097,,CC(C)c1ccc(C)c(c1O)C1(O)C(=O)c2ccccc2C1=O,272.0
16223,BRD-A01413740,,COc1ccc2oc(C)c(C(=O)NC(C)c3ccccc3)c2c1,273.0
16289,BRD-K51211192,,CCOC(=O)COc1cc(OC)c(OC)cc1[N+]([O-])=O,274.0
16355,BRD-K36303783,,CCOCCOC(=O)c1ccc(NC(=O)c2cccnc2)cc1,275.0
16421,BRD-K54799971,,COc1cccc(c1)-c1cn2nc(sc2n1)C1CCCCC1,276.0
16487,BRD-K72827275,,O=S(=O)(NCCc1ccccn1)c1ccc2ccccc2c1,277.0
16553,BRD-K43709143,,CCCn1c(CCNC(=O)C2CCCCC2)nc2ccccc12,278.0
16619,BRD-A42345178,,Cc1cc(C)c(c(C)c1)S(=O)(=O)N1CCCC(C1)C(O)=O,279.0
16685,BRD-A78753516,,CCCNC(C(O)=O)c1c[nH]c2cc(Br)ccc12,280.0
16751,BRD-K13522816,,CCOc1ccc2c(cc(=O)oc2c1OCC)-c1ccccc1,281.0
16817,BRD-K91474405,,OC(=O)c1cc2c(nn(-c3ccccc3)c2[nH]1)-c1cccs1,282.0
16883,BRD-K84266321,,Nc1ccc(cc1N)C(=O)c1ccccc1,283.0
16949,BRD-K08841646,,OC(=O)[C@@H](NC(=O)Cc1ccc(cc1)[N+]([O-])=O)c1ccccc1,284.0
17015,BRD-K27224949,,Cc1csc(n1)C1=C(N)N(CCCc2ccccc2)CC1=O,285.0
17081,BRD-A68394676,,COc1cc(cc(CC=C)c1O)C(C#N)N1CCOCC1,286.0
17147,BRD-K83676930,,O=c1[nH]c(nc2CCCCc12)N1CCN(CC1)c1ccccn1,287.0
17213,BRD-K48322066,,Ic1ccc2ncnc(NCC=C)c2c1,288.0
17279,BRD-K59486414,,CC(C)c1ccc(OCC(=O)NCCN(C)C)cc1,289.0
17345,BRD-K07303458,,Cc1cn2c(nc3n(C)c(=O)[nH]c(=O)c23)n1Cc1cccnc1,290.0
17411,BRD-K90859104,,O=C(CCNC(=O)c1cnccn1)Nc1ccc2cc[nH]c2c1,291.0
17477,BRD-A43804143,,CCCCS(=O)(=O)N1CCOC2CCCCC12,292.0
17543,BRD-A74537346,,CN(C)Cc1ccc(cc1)C(N)c1ccncc1,293.0
17609,BRD-K06873432,,COc1ccccc1OCCCC(=O)Nc1c(C)cccc1C,294.0
17675,BRD-K36160372,,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc1ccccc1,295.0
17741,BRD-K35562191,,CN(Cc1ccccc1)C(=O)Cn1nc2CCCCc2cc1=O,296.0
17807,BRD-K33341080,,OC(=O)CC[C@H](N1Cc2ccccc2C1=O)C(O)=O,297.0
17873,BRD-A54773743,,CC(Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1)C(O)=O,298.0
17939,BRD-K34279884,,Cc1cc(C)nc(NC(=O)c2c(O)c3ccccc3[nH]c2=O)c1,299.0
18005,BRD-K44713955,,CC(C)NC(=O)CSCc1nc2sc(C)cc2c(=O)[nH]1,300.0
18071,BRD-K11192512,,CCn1c(N)c(sc1=S)C(=O)NCCOC,301.0
18137,BRD-K42461856,,Cc1cc(Nc2cccc(c2)C(O)=O)ncn1,302.0
18203,BRD-K48001578,,Fc1ccc(cc1)C(=O)CSc1nnc([nH]1)-c1ccccc1,303.0
18269,BRD-A34246323,,CC(CCc1ccccc1)NC(=O)c2cccc([N+](=O)[O-])c2C,304.0
18335,BRD-K00928253,,CC(=O)c1cccc(NC(=O)COc2c(C)cc(C)cc2C)c1,305.0
18401,BRD-K56982454,,Cc1nc(SCc2cccc(Cl)c2)[nH]c(=O)c1CCO,306.0
18467,BRD-K66075188,,Cc1nc(CNC(=O)c2oc3ccccc3c2C)cs1,307.0
18533,BRD-K39480182,,CN(C(=O)COc1ccc2ccc(=O)oc2c1)c1ccccc1,308.0
18599,BRD-K30153330,,CC1(C)C(=O)Nc2c1cc(Br)cc2[N+]([O-])=O,309.0
18665,BRD-K88067186,,COc1ccc2C(=O)CC3(CCNCC3)Oc2c1OC,310.0
18731,BRD-A37174705,,CCC(C)NC(=O)\C=C\c1cc(OC)ccc1OC,311.0
18797,BRD-A53379928,,COc1ccc(cc1OC)C(CN)C(C)C,312.0
18863,BRD-A95557410,,CCOC(=O)C1=C(C)NC2=C(C1c1ccccn1)C(=O)CCC2,313.0
18929,BRD-K38625317,,O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ccccc1,314.0
18995,BRD-K93144547,,CC1(C)CC(CC(C)(C)N1)Nc1cc(ncn1)-c1ccccc1,315.0
19061,BRD-K26467439,,Cc1ccc(cc1[N+]([O-])=O)S(=O)(=O)N1CCOCC1,316.0
19127,BRD-A01252036,,FC(F)(F)c1ccccc1N1C(=O)C2C3OC(C=C3)C2C1=O,317.0
19193,BRD-K19995161,,O=C(Nc1nccs1)c1ccc2ncsc2c1,318.0
19259,BRD-K94176188,,Clc1cccc(c1)C(=O)NCc1n[nH]c(=O)c2ccccc12,319.0
19325,BRD-K06856749,,COCc1nc2ccc(NC(=O)Cc3ccc(F)cc3)cc2[nH]1,320.0
19391,BRD-K50047993,,Fc1cccc(c1)C(=O)NNC(=O)C1CCCCC1,321.0
19457,BRD-K16391031,,CCOc1cc(OCC)c2c(cc(=O)oc2c1)-c1ccccc1,322.0
19523,BRD-K11868101,,Cc1c(Nc2nc(C)cc(O)n2)c(=O)n(c3ccccc3)n1C,323.0
19589,BRD-A81747779,,O=C(Cc1cccs1)NC1CCCc2c1[nH]c1ccccc21,324.0
19655,BRD-K34071462,,CCOc1ccccc1NC(=O)CN1CCCCC1,325.0
19721,BRD-K02413405,,CCn1c(N)c(sc1=S)C(=O)NC2CCCCC2,326.0
19787,BRD-K96539238,,O=C(Nc1nonc1-c1cccs1)c1ccco1,327.0
19853,BRD-K87198702,,CN(C(=O)Cn1cnc2ccccc12)c1ccccc1,328.0
19919,BRD-A98163075,,CC1Oc2ccccc2OC1C(=O)Nc1ccccc1C(O)=O,329.0
19985,BRD-K45468369,,COc1ccccc1-c1nnc(NC(=O)c2ccccn2)s1,330.0
20051,BRD-K14628486,,Cc1ccccc1OCC(=O)Nc1ccnn1Cc1ccco1,331.0
20117,BRD-K51013750,,O=C(COc1ccc(cc1)-c1ccccc1)OC1CCCCC1,332.0
20183,BRD-K60259991,,CC(C)c1cc(C(=O)Nc2ccncc2)c2c(C)nn(C)c2n1,333.0
20249,BRD-K85380320,,N#CCc1c[nH]c2cccc(OCc3ccccc3)c12,334.0
20315,BRD-K26825527,,OC(=O)c1ccccc1N\N=C\c1c(Cl)cccc1Cl,335.0
20381,BRD-K18763166,,Cc1cc2c(NCCc3c[nH]c4ccccc34)ncnc2s1,336.0
20447,BRD-A72109205,,OC(CNc1ccc(Cl)cn1)COc1ccccc1Cl,337.0
20513,BRD-K78038246,,CC(=O)COc1ccc2cc(-c3ccc(F)cc3)c(=O)oc2c1,338.0
20579,BRD-K78245601,,COc1ccc(NC(=O)c2ccc3[nH]c(C)nc3c2)c(OC)c1,339.0
20645,BRD-K23579317,,OC(=O)c1cc2cc(Br)ccc2nc1Cl,340.0
20711,BRD-A24402380,,CC(=O)Nc1ccc(cc1)N1CC(CC1=O)C(O)=O,341.0
20777,BRD-K30061524,,Cn1cc(NC(=O)C2(CCOCC2)c2ccccc2)cn1,342.0
20843,BRD-K55250873,,COc1ccc(cc1F)-c1csc(n1)-c1ccccc1,343.0
20909,BRD-K52870153,,CC(=O)N1CCc2ccc(cc2C1)S(=O)(=O)N1CCCC1,344.0
20975,BRD-K73829828,,O=C(NCc1cccnc1)c1cccc2C(=O)c3ccccc3-c12,345.0
21041,BRD-K04860271,,NCc1nc(CCc2ccccc2)cs1,346.0
21107,BRD-K51365742,,OC(=O)c1ccc(NC(=O)N2CCCC2)cc1,347.0
21173,BRD-K41387161,,Oc1nc(ccc1C#N)-c1ccc(F)cc1,348.0
21239,BRD-K13820941,,Nc1ccc(Cl)cc1C(=O)c1ccccn1,349.0
21305,BRD-K48056529,,Nc1scc(c1C#N)-c1ccc(F)cc1,350.0
21371,BRD-K59357938,,CN(Cc1ccccc1)c1ccc(c(C)n1)[N+]([O-])=O,351.0
21437,BRD-K61243486,,CN(C)C(=O)CNS(=O)(=O)c1ccc(C)cc1,352.0
21503,BRD-K50164139,,C1Cc2sc3ncn4cnnc4c3c2C1,353.0
21569,BRD-K32908091,,Clc1ccc(cc1)S(=O)(=O)Nc2nccs2,354.0
21635,BRD-K79052767,,Clc1ccccc1OCC(=O)NCc2ccccc2,355.0
21701,BRD-K91053430,,OC(=O)c1ccccc1C(=O)Nc1cccnc1Cl,356.0
21767,BRD-A53478480,,CC(C)c1ccc2OCCC(N)C(=O)c2c1,357.0
21833,BRD-A87064575,,OC(=O)CCN1C(=O)C2C3CC(C=C3)C2C1=O,358.0
21899,BRD-K00463899,,Fc1ccc(cc1)c2nc(C#N)c(o2)N3CCCCC3,359.0
21965,BRD-K33572869,,Cc1cccc(c1)N(CCC(O)=O)CCC(O)=O,360.0
22031,BRD-K50324385,,O=C(CN1C(=O)c2ccccc2C1=O)N1CCNCC1,361.0
22097,BRD-A62439271,,Cc1ccc(cc1)C(N)c1nccn1C,362.0
22163,BRD-K24224901,,COc1ccc(OC)c(CCNC(=O)CN)c1,363.0
22229,BRD-K73323406,,Brc1cccc(c1)-c1ccnc2ccnn12,364.0
22295,BRD-K49026607,,C[C@H](NC(=O)COc1ccc2ccccc2c1)C(O)=O,365.0
22361,BRD-K56620924,,Clc1ccc(\C=C\c2n[nH]c(=S)[nH]2)c(Cl)c1,366.0
22427,BRD-K61194254,,O=C(Nc1ccccn1)c1noc2CCCCCc12,367.0
22493,BRD-A95642388,,CC1CN(CC(C)O1)c2cc(C)c3ccccc3n2,368.0
22559,BRD-K28476289,,CCOC(=O)C(\C#N)=C1/C(=O)N(C)c2ccccc12,369.0
22625,BRD-K07645784,,Cc1sc(nc1C(O)=O)-c1c(F)cccc1F,370.0
22691,BRD-K17776720,,OC(=O)c1ccccc1NC(=O)c1ccc(Cl)cc1,371.0
22757,BRD-K63668067,,OC(=O)c1ccc(CNc2cn[nH]c(=O)n2)cc1,372.0
22823,BRD-A92857800,,CC(C)N1C(C(CC1=O)C(O)=O)c1ccccc1,373.0
22889,BRD-K02530985,,CC(C)(C)OC(=O)N1CCc2ccc(N)cc2C1,374.0
22955,BRD-K42071635,,CC(C)NC(=O)CSc1nc2ccccc2[nH]1,375.0
23021,BRD-K42370076,,Cc1coc2c(C)c3oc(=O)c(C)c(C)c3cc12,376.0
23087,BRD-K62830037,,OC(=O)c1cc(on1)-c1ccc2CCCCc2c1,377.0
23153,BRD-K93079471,,O=c1[nH]c2ccccc2n1Cc1cccnc1,378.0
23219,BRD-K20726003,,Cn1cc(C(=O)N2CCNC(=O)C2)c2ccccc12,379.0
23285,BRD-K66039170,,NCCN1CCC(CC1)C(O)=O,380.0
23351,BRD-K79905848,,Oc1cccc(c1)-n1c2ncccc2[nH]c1=O,381.0
23417,BRD-K97314861,,Cc1ccccc1NC(=O)c1ccc(N)cc1,382.0
23483,BRD-K01235050,,Cc1ccccc1NC2=NCCCS2,383.0
23549,BRD-K92128627,,Cc1cc2c(C)nc(nc2o1)c3ccccc3,384.0
23615,BRD-A80415156,,C(C1CCCNC1)n1ccc2ccccc12,385.0
23681,BRD-K14119435,,Nc1nc2ccc(CN3CCOCC3)cc2s1,386.0
23747,BRD-K16192594,,Cc1ccc(cc1)C(=O)CSc1nnc(N)[nH]1,387.0
23813,BRD-K27438678,,Oc1coc(CN2CCCCC2)cc1=O,388.0
23879,BRD-K63361128,,CSc1cccc(NCc2c[nH]c3ccccc23)c1,389.0
23945,BRD-K72841061,,CCOC(=O)c1nnn(CC(N)=O)c1C,390.0
24011,BRD-A60591946,,CC(CN)(Cc1ccccc1Cl)C(O)=O,391.0
24077,BRD-K06690753,,Brc1ccc2NC(=O)C3(OCCO3)c2c1,392.0
24143,BRD-K46833426,,CN(C)c1ccc(NC(=O)COc2ccccc2)cc1,393.0
24209,BRD-K97450319,,OC(=O)c1ccc2[nH]c(cc(=O)c2c1)-c1ccccc1,394.0
24275,BRD-K92641504,,Cc1c(Cl)c(=O)oc2cc(O)c(Cl)cc12,395.0
24341,BRD-K79924413,,Cc1cccc(Cn2c(CCO)nc3ccccc23)c1,396.0
24407,BRD-K25012992,,CC1(C)OC(=O)C(=CNc2ccccc2)C(=O)O1,397.0
24473,BRD-K22211410,,Cc1ccc(nn1)N1CCN(Cc2ccccc2)CC1,398.0
24539,BRD-K47193773,,CSc1nc(C)cc(Nc2ccccc2)n1,399.0
24605,BRD-A37088783,,CC(O)c1nc2ccccc2n1Cc1ccc(C)cc1,400.0
24671,BRD-K96816709,,C1CCC(C1)Nc1ncnc2ccccc12,401.0
24737,BRD-A75572448,,CC1(C)C2CCC1(C)\C(C2)=N\N=C1/NC(=O)CS1,402.0
24803,BRD-A46611636,,OC(=O)CC(C1CCCCC1)c1ccc(F)cc1,403.0
24869,BRD-K39044136,,CC1(C)CCc2cc3c4CCCc4c(=O)oc3cc2O1,404.0
24935,BRD-K28433073,,OC(=O)Cc1csc(COc2ccccc2)n1,405.0
25001,BRD-A13133499,,CCOC(=O)C(C1CCS(=O)(=O)C1)C(C)=O,406.0
25067,BRD-K61376779,,[O-][N+](=O)c1ccccc1Cc1nc2ccccc2[nH]c1=O,407.0
25133,BRD-K93633045,,O=C(Nc1scc(n1)-c1ccccn1)c1ccncc1,408.0
25199,BRD-K62183376,,CC(C)NC(=O)COc1ccc(cc1)-c1ccc(C)cc1,409.0
25265,BRD-A75871303,,CC(=O)C1C(c2c(C)[nH]nc2CC1(C)O)c3ccccc3,410.0
25331,BRD-K19529651,,Oc1nc(O)c2CN(Cc3ccccc3)CCc2n1,411.0
25397,BRD-A09241088,,CC(CN1C(=O)c2ccccc2C1=O)C#N,412.0
25463,BRD-K33690927,,CCCOc1ccc(Nc2ncnc3ccccc23)cc1,413.0
25529,BRD-K58123928,,C(Sc1ncnc2sccc12)c3ccccc3,414.0
25595,BRD-K53276819,,Cc1c(Cl)cccc1NC(=O)NC(=O)C(F)(F)F,415.0
25661,BRD-K99236429,,Cn1c(CCNC(=O)c2ccccc2)nc3ccccc13,416.0
25727,BRD-K75306741,,Cc1cc(nn1-c1cccc(Br)c1)C(O)=O,417.0
25793,BRD-K98110320,,Cc1ccc(cc1)-c1csc(n1)-c1ccc(CN)cc1,418.0
25859,BRD-K84757345,,Nc1ccc2N(CCCc2c1)C(=O)c1cccs1,419.0
25925,BRD-K96117125,,O=c1nc(cn[nH]1)N1CCN(CC1)C1CCCCC1,420.0
25991,BRD-A98994305,,CSC1=CS(=O)(=O)CC1OC(=O)c1ccccc1,421.0
26057,BRD-K01826136,,O=C1N=C(Nc2ccccn2)SC1Cc3ccccc3,422.0
26123,BRD-A88004843,,CC(Sc1ncnc2ccccc12)C(O)=O,423.0
26189,BRD-K64540795,,c1ccc(nc1)-c1nnc-2c(n1)-c1cccc3cccc-2c13,424.0
26255,BRD-K17266486,,OCCCN1CCN(CC1)c1cccc(Cl)c1,425.0
26321,BRD-K22933054,,Cc1ccc(s1)-c1noc(n1)C1CCN(CC1)S(=O)(=O)c1cccc(c1)C(F)(F)F,426.0
26387,BRD-A14758697,,OCC1CC(Oc2ccc3c(c2)occ(-c2ccc4OCCOc4c2)c3=O)C(O)C(O)C1O,427.0
26453,BRD-K28112865,,CC(=O)N1C(=S)NC(=O)\C1=C1\C(=O)N(CC(=O)Nc2cccc(Cl)c2)c2ccccc12,428.0
26519,BRD-K12622804,,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(=O)c4cc(C)ccc4o3)cc2)c1C,429.0
26585,BRD-A96557380,,Cc1cc(C)nc(SCc2ccc(o2)C(=O)Nc2nnc(s2)C2CCCO2)n1,430.0
26651,BRD-K91592116,,COc1ccc(cc1)\N=c1/sc(C)c(-c2ccc(OC)cc2)n1CCO,431.0
26717,BRD-A24022540,,COc1ccc(cc1)S(=O)(=O)N1CCC(CC1)C(=O)NC[C@@H]1CCCN2CCCCC12,432.0
26783,BRD-K08818270,,FC(F)(F)Oc1ccc(cc1)-c1nc(CC(=O)N2CCN(CC2)c2ccccn2)cs1,433.0
26849,BRD-K68031481,,Cc1coc2c(C)c3oc(=O)c(CCC(=O)N[C@H](CCCNC(N)=O)C(O)=O)c(C)c3cc12,434.0
26915,BRD-A37143833,,Cc1cccc(C)c1OCC(=O)N(Cc1ccc(Br)o1)C1CCS(=O)(=O)C1,435.0
26981,BRD-K93894258,,Cc1cccc(c1)c2nc(NCCN3CCOCC3)c4ccccc4n2,436.0
27047,BRD-K52507431,,CCOc1ccccc1C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,437.0
27113,BRD-A77494607,,CCOc1ccc(cc1)N1C2CS(=O)(=O)CC2N(Cc2ccc(F)cc2)CC1=O,438.0
27179,BRD-A02497955,,CCOC(=O)c1ccc(cc1)N1C(=O)C2Cc3c([nH]c4ccccc34)C(C)(C)N2C1=O,439.0
27245,BRD-A54360205,,Cc1cccc2n(CCNC(=O)C3=NN(C4CCS(=O)(=O)C4)C(=O)CC3)ccc12,440.0
27311,BRD-A14355292,,Cc1ccc(cc1C)-c1cc(nn1C1CCS(=O)(=O)C1)C(=O)N1CCc2ccccc2C1,441.0
27377,BRD-K05172754,,O=C(Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1)c1nn(ccc1=O)-c1ccccc1,442.0
27443,BRD-A30729477,,Fc1cccc2[nH]nc(N3CC(CC3=O)C(=O)NCc3cccc(Cl)c3)c12,443.0
27509,BRD-A00981063,,Brc1ccc(cc1)N2OC3C(C2c4cccnc4)C(=O)N(C5CCCCC5)C3=O,444.0
27575,BRD-K55259389,,COc1ccc(NS(=O)(=O)c2c(C)cc(cc2C)N2CCCCS2(=O)=O)c(OC)c1,445.0
27641,BRD-A39440092,,CCCCCOc1cc(ccc1Br)S(=O)(=O)N1CC(C)CC(C)C1,446.0
27707,BRD-K02177508,,COc1cc2oc(=O)c(CC(=O)NC[C@H]3CC[C@@H](CC3)C(O)=O)c(C)c2cc1OC,447.0
27773,BRD-K73243610,,Clc1ccc(cc1N1C(=O)CCS1(=O)=O)C(=O)N(Cc1ccccc1)c1ccccc1,448.0
27839,BRD-A57781316,,CCC1(CCC(=O)NC1=O)c1ccc(NC(=O)c2cncc(Br)c2)cc1,449.0
27905,BRD-A85762771,,O=C(N1CCN(CC1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C1CCS(=O)(=O)C1,450.0
27971,BRD-K60973859,,Cc1cccc(OCCCOc2ccc(cc2)C(=O)Nc2ccc(F)cc2)c1,451.0
28037,BRD-A99002437,,Fc1ccc(CN2CCC(CC2)NC(=O)CC(Cn2cnnn2)c2ccc(Cl)cc2)cc1,452.0
28103,BRD-A49191109,,Cc1oc2cc(OCC(=O)N3CCCC(C3)C(O)=O)ccc2c(=O)c1-c1ccc(Cl)cc1,453.0
28169,BRD-A23892374,,O=C(CC1Sc2ccccc2NC1=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,454.0
28235,BRD-A98151689,,Fc1ccc(CC2S\C(N(C2=O)c2ccccc2)=N/c2nccs2)cc1,455.0
28301,BRD-K96891479,,Clc1ccc(OCCCC(=O)Nc2ccc(cc2)S(=O)(=O)Nc2nccs2)cc1,456.0
28367,BRD-K10995054,,CC1(C)CS(=O)(=O)N(C1=O)c1ccc(Cl)c(c1)C(=O)NCc1ccc2OCOc2c1,457.0
28433,BRD-K41373555,,Fc1ccccc1N1CCN(CC1)C(=O)CCNC(=O)N1CCc2c(C1)[nH]c1ccccc21,458.0
28499,BRD-A04869753,,COc1cc(cc(OC)c1OC)C1N(CCCO)C(=O)c2oc3c(C)cc(C)cc3c(=O)c12,459.0
28565,BRD-K45149133,,O=C(CCc1ccc2OCCc2c1)NCCn1c2ccccc2[nH]c(=O)c1=O,460.0
28631,BRD-K63556048,,COCCNC(=O)CNC(=O)c1ccc2nc(sc2c1)-n1c(C)ccc1C,461.0
28697,BRD-K64130566,,O=C(CCC1CCCCC1)Nc1nc(cs1)-c1ccc2OCC(=O)Nc2c1,462.0
28763,BRD-A00011930,,COC(=O)c1ccc(cc1)C1C(C(=O)OC)=C(C)N=c2s\c(=C\c3cccs3)c(=O)n12,463.0
28829,BRD-K65692527,,COC(=O)c1ccc(Cl)c(NS(=O)(=O)c2cc(ccc2OC)N2C(=O)CCC2=O)c1,464.0
28895,BRD-K38248647,,Fc1ccccc1N1CCN(CC1)C(=O)c1ccc(cc1Cl)N1CCCCS1(=O)=O,465.0
28961,BRD-K46369736,,Fc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)c1ccc(Cl)cc1-n1cnnn1,466.0
29027,BRD-K59612661,,Clc1ccccc1CN1CCN(CC1)C(=O)Cn1nc2CCCCCc2cc1=O,467.0
29093,BRD-A27917114,,Brc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)c2cccc3ccccc23)o1,468.0
29159,BRD-K38528133,,CCc1ccccc1NC(=O)c1ccc(cc1)N1C(=O)C(C)(C)CS1(=O)=O,469.0
29225,BRD-A92655705,,CN1CCN(CC1)C(CNC(=O)COc1c(C)cccc1C)c1ccc(Cl)cc1,470.0
29291,BRD-K00569746,,COc1ccc(OC)c(NC(=O)c2cc(nc3ccccc23)-c2ccncc2)c1,471.0
29357,BRD-K26185701,,O=C(COc1cccc2ccccc12)N1CCN(CC1)C(=O)COc1cccc2ccccc12,472.0
29423,BRD-K34480841,,Cc1ccc(-c2cc([nH]n2)C(=O)N2CCN(CC2)C(c2ccccc2)c2ccccc2)c(O)c1,473.0
29487,BRD-A63432707,,COc1ccc(NC(=O)C(C(C)C)N2C(=O)c3ccccc3C2=O)c(OC)c1,474.0
29553,BRD-K30054969,,CCOC(=O)c1ccc(NC(=O)C[C@H]2NC(=O)c3ccccc3NC2=O)cc1,475.0
29619,BRD-K76938418,,COc1ccc(cc1N(C)S(C)(=O)=O)S(=O)(=O)Nc1ccc(Br)cc1,476.0
29685,BRD-K86075534,,Clc1ccc(cc1C(=O)N1CCN(Cc2ccccc2)CC1)N1CCCCS1(=O)=O,477.0
29751,BRD-K71673419,,CS(=O)(=O)Nc1nc2ccc(cc2s1)C(=O)Nc1ccc2cc[nH]c2c1,478.0
29817,BRD-K51919768,,COc1cc(\C=c2\sc3nc(=O)c(Cc4ccc(F)cc4)nn3c2=O)cc(OC)c1OC,479.0
29883,BRD-K13149842,,CCN1CCN(CC1)C(=O)c1c(NC(=O)c2ccccc2)scc1-c1ccccc1,480.0
29949,BRD-K91036155,,COc1cc2cc(C(=O)N[C@@H](C)C(=O)Nc3nc4ccccc4[nH]3)n(C)c2c(OC)c1OC,481.0
30015,BRD-K54885698,,O=S(=O)(Nc1ccc2n(c3CCCc3c2c1)S(=O)(=O)c1ccccc1)c1ccccc1,482.0
30081,BRD-K40589956,,COC(=O)CC[C@H](NC(=O)NCCc1ccc(OC)c(OC)c1)C(=O)OC,483.0
30147,BRD-K00606768,,CN1CCN(Cc2cc(=O)oc3ccc4ccccc4c23)CC1,484.0
30213,BRD-A15654276,,COCCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1cccc(Cl)c1Cl,485.0
30279,BRD-K36096405,,Clc1ccc(cc1)C(=O)Nc1nc(cs1)-c1ccc(cc1)S(=O)(=O)N1CCCC1,486.0
30345,BRD-A21172879,,O=C(CCN1C(=O)c2ccccc2NC1c1ccccc1)NCc1ccccn1,487.0
30411,BRD-K40648720,,COc1ccc2c(C)c(CC(=O)NCc3ccc(F)cc3)c(=O)oc2c1OC,488.0
30477,BRD-A92656331,,COc1ccc(CCNC(=O)CC2Sc3ccc(cc3NC2=O)C(F)(F)F)cc1OC,489.0
30543,BRD-K22655462,,Cc1ccc2c(oc(cc2=O)C(=O)N2CCN(CC2)C(c2ccccc2)c2ccccc2)c1C,490.0
30609,BRD-K51387909,,CCOc1ccc(cc1)-c1nc2cc(C)ccn2c1CN(C)C,491.0
30674,BRD-K29100822,,CCOC(=O)CSc1nc2sc(C)c(C)c2c(=O)n1C1CCCCC1,492.0
30740,BRD-K86431777,,CC1CCN(CC1)S(=O)(=O)c2cc(N(C)S(=O)(=O)c3ccc(C)cc3)c(C)cc2C,493.0
30806,BRD-A22348665,,CC(C(=O)NCc1ccc(cc1)S(N)(=O)=O)c1ccc(CC2CCCC2=O)cc1,494.0
30872,BRD-K50345507,,COCCCNC(=O)c1cc2c(nc3ccc(C)cn3c2=O)n(CCCOC)c1=N,495.0
30938,BRD-K84240059,,CN1CCN(CC1)c1ccc(NC(=O)c2cccc(c2)N2C(=O)C(C)(C)CS2(=O)=O)cc1,496.0
31004,BRD-A51678804,,FC(F)(F)c1cccc(c1)N1CC(CC1=O)C(=O)NCCNS(=O)(=O)c1ccccc1,497.0
31070,BRD-K84621980,,COc1ccccc1OCCCn1c(CCNC(=O)c2ccco2)nc2ccccc12,498.0
31136,BRD-A60668669,,COC(=O)c1ccccc1NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc(C)cc1,499.0
31201,BRD-A65744794,,COc1ccc(cc1)-c1n[nH]c(SC(CC(=O)NCc2cccnc2)c2cccs2)n1,500.0
31267,BRD-K22332681,,CN1CCN(CC1)C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CCN(C)CC3)cc2)cc1,501.0
31333,BRD-A70748168,,CCOc1ccc(NC(=O)C(Cc2ccccc2)N2C(=O)c3ccccc3C2=O)cc1,502.0
31399,BRD-A73267920,,CC(Oc1ccc2c(C)c(C)c(=O)oc2c1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,503.0
31465,BRD-K43566148,,COC(=O)c1c(NC(=O)COc2ccc3c(C)cc(=O)oc3c2)sc2CCCc12,504.0
31531,BRD-K86316358,,COc1ccc2c(c1)occ(Oc1ccc(cc1)C(=O)N1CCN(CC1)c1ccccn1)c2=O,505.0
31597,BRD-K25929498,,Clc1ccc2[nH]c3CN(CCc3c2c1)C(=O)NCC(=O)NCCc1c[nH]c2ccccc12,506.0
31662,BRD-A92847832,,CCCOc1ccc(Br)cc1C1C(C(=O)OC)=C(C)Nc2nnnn12,507.0
31728,BRD-K63292907,,COc1cc(NS(=O)(=O)c2ccccc2)c2C(=O)c3ccccc3-c3c(C(C)=O)c(=O)[nH]c1c23,508.0
31794,BRD-A59395512,,CC1(C)CC(=O)C2=C(C1)Nc1[nH]c(=O)[nH]c(=O)c1C2c1ccc(o1)-c1cccc(c1)C(F)(F)F,509.0
